EmployeeID,Name,Gender,Age,Department,JobRole,EducationLevel,JoiningDate,CountryCode,Country,PhoneNumber,MonthlySalary,OvertimeHoursPerMonth,LeavesTaken,LastLeaveDate,LeaveDayName,ProjectsHandled,TrainingHours,CustomerSatisfaction,LastPromotionYear,YearsAtCompany,WorkLifeBalanceScore,PerformanceRating,AttritionRisk
165,Craig Rodgers,Other,60,IT,Tester,3,2010-10-28,+1,Canada,7031330758,77413,27,0,2024-01-20,Saturday,6,50,,2020,15,4.6,2,Yes
166,Jonathan Jones,Female,31,IT,Tester,1,2023-08-06,+49,Germany,7261891066,143831,17,0,2024-12-12,Thursday,13,72,,2023,2,6.6,3,No
167,Miss Erin Campbell,Female,28,HR,HR Manager,2,2022-01-02,+33,France,7354943816,126163,6,10,2024-04-20,Saturday,11,15,,2022,3,7.13,3,No
168,Brian Thomas,Other,34,HR,HR Executive,1,2020-04-08,+49,Germany,9798359260,151729,35,0,2024-08-09,Friday,14,46,,2020,5,3.0,3,No
169,Joshua Crawford,Other,33,Support,Support Engineer,1,2015-11-02,+91,India,5402809893,44773,6,7,2024-03-11,Monday,5,57,8.0,2020,10,7.63,3,No
170,Rebecca Thomas,Female,60,Sales,Account Manager,1,2020-06-23,+1,Canada,6006961550,115425,40,25,2024-08-22,Thursday,5,78,1.0,2024,5,-2.17,1,Yes
171,Olivia Villarreal,Other,60,Marketing,SEO Analyst,3,2012-10-06,+33,France,4202335425,52297,39,1,2024-03-16,Saturday,12,72,,2017,13,2.03,5,No
172,Mr. Ricardo Compton DDS,Female,22,HR,HR Manager,3,2013-04-01,+44,UK,3398857852,166881,6,1,2024-06-23,Sunday,13,77,,2020,12,8.63,3,No
173,Cory Preston,Female,39,Support,Support Engineer,2,2012-07-24,+44,UK,0313354419,38986,8,13,2024-08-14,Wednesday,12,53,10.0,2015,13,6.23,1,No
174,Teresa Kirk,Other,43,Marketing,Content Lead,5,2012-08-17,+91,India,7050402667,172355,27,11,2024-10-25,Friday,13,43,,2024,13,2.77,4,No
175,Rachel Long,Other,51,Marketing,SEO Analyst,1,2023-10-01,+91,India,0667583620,43852,39,14,2024-03-20,Wednesday,11,73,,2024,2,-0.13,4,No
176,Michael Wallace,Male,24,Support,Helpdesk,2,2016-11-11,+49,Germany,5192109512,134669,28,24,2024-11-07,Thursday,11,45,4.0,2024,9,0.4,3,No
177,Ian Malone,Male,59,Support,Helpdesk,4,2023-03-23,+49,Germany,7898200241,126177,10,15,2024-08-20,Tuesday,10,78,3.0,2023,2,5.5,1,No
178,Mark Rodriguez,Male,49,Sales,Account Manager,5,2010-11-12,+44,UK,5818266387,47221,12,4,2024-07-17,Wednesday,3,56,6.0,2018,15,6.93,4,No
179,Ashley Owen,Other,34,Marketing,SEO Analyst,5,2016-11-05,+44,UK,0820698383,88315,22,17,2024-08-18,Sunday,12,24,,2017,9,2.77,2,Yes
180,Barbara Stokes,Male,49,Support,Helpdesk,1,2011-08-07,+33,France,5786905061,139006,23,26,2024-12-07,Saturday,3,79,8.0,2015,14,1.07,2,Yes
181,Veronica Chapman,Other,30,Support,Helpdesk,3,2021-06-25,+44,UK,7878407730,124984,12,6,2024-09-11,Wednesday,5,75,3.0,2021,4,6.6,3,No
182,Emily Gonzalez,Other,51,Support,Support Engineer,2,2014-09-28,+49,Germany,7248335764,48033,8,2,2024-03-16,Saturday,7,70,4.0,2022,11,8.07,3,No
183,Colton Weaver,Female,28,Sales,Account Manager,4,2017-10-04,+1,USA,6874372178,176131,18,16,2024-11-26,Tuesday,1,27,4.0,2017,8,3.73,3,No
184,Samuel Boyd,Other,58,Finance,Auditor,5,2014-02-25,+91,India,6522970404,83089,4,26,2024-03-10,Sunday,3,45,,2014,11,4.87,2,No
185,Sarah Bennett,Female,33,Sales,Sales Executive,2,2022-06-06,+1,Canada,9012395019,65067,31,9,2024-07-09,Tuesday,7,25,1.0,2022,3,2.3,4,No
186,Jane Carroll,Other,29,IT,Developer,3,2014-08-11,+49,Germany,5988948625,35093,37,13,2024-11-24,Sunday,5,35,,2024,11,0.43,4,No
187,Zachary Guzman,Female,33,Support,Support Engineer,2,2021-07-07,+91,India,9813406304,161083,16,15,2024-02-14,Wednesday,12,58,6.0,2024,4,4.3,3,No
188,Michael Martin,Male,26,Support,Support Engineer,2,2011-12-20,+91,India,3900173441,142521,23,5,2024-05-24,Friday,15,79,4.0,2012,14,4.57,4,No
189,Julie Stafford,Other,55,Finance,Accountant,3,2021-12-25,+91,India,0880663235,98836,40,6,2024-12-28,Saturday,7,26,,2021,4,1.0,2,Yes
190,Dylan Hansen MD,Other,23,Finance,Auditor,5,2016-04-28,+33,France,6866315776,36596,20,22,2024-11-22,Friday,8,7,,2020,9,2.33,5,No
191,Michael Rangel,Male,25,HR,HR Executive,3,2022-08-16,+44,UK,5004649584,79311,9,20,2024-02-24,Saturday,1,7,,2023,3,4.87,4,No
192,Bryan Brock,Other,51,IT,Engineer,3,2019-06-14,+91,India,1492662401,177547,39,16,2024-02-12,Monday,13,11,,2023,6,-0.47,3,No
193,Alison Cunningham,Male,51,Support,Support Engineer,1,2019-02-26,+44,UK,7811912545,139711,39,28,2024-01-01,Monday,6,17,7.0,2020,6,-2.47,5,No
194,Sarah Lawson,Female,23,Finance,Auditor,2,2011-07-21,+1,Canada,7262797768,133661,25,11,2024-01-12,Friday,13,36,,2021,14,3.17,4,No
195,Patrick Daniels,Other,55,Support,Helpdesk,2,2017-11-11,+1,USA,3096763470,119959,26,4,2024-08-20,Tuesday,6,6,3.0,2023,8,4.13,3,No
196,Kimberly Perkins,Male,29,HR,HR Manager,3,2012-01-14,+44,UK,4204062338,41236,37,17,2024-01-26,Friday,6,26,,2024,13,-0.23,4,No
197,John Thomas,Male,36,HR,HR Executive,1,2020-08-24,+44,UK,5886186337,60667,4,11,2024-07-03,Wednesday,7,12,,2020,5,7.37,4,No
198,Frank Smith,Male,57,Finance,Accountant,3,2014-12-01,+91,India,5273658507,85219,20,5,2024-11-28,Thursday,12,73,,2020,11,5.17,4,No
199,Christopher Cooper,Male,22,IT,Tester,5,2017-05-14,+1,Canada,6720465680,113299,13,7,2024-09-01,Sunday,11,69,,2022,8,6.23,2,No
200,Kelly Jackson,Other,35,IT,Engineer,4,2021-11-13,+49,Germany,7117811985,73218,39,2,2024-12-20,Friday,2,15,,2024,4,1.87,2,Yes
201,Alexandra Johnson,Other,51,Finance,Accountant,4,2015-12-17,+1,USA,1306255311,166935,17,29,2024-08-28,Wednesday,2,13,,2020,10,1.77,5,No
202,Leslie Zimmerman,Female,21,Finance,Accountant,1,2015-02-09,+33,France,2855730896,149268,25,4,2024-06-24,Monday,2,42,,2019,10,4.33,5,No
203,Paul Murray,Female,24,Marketing,SEO Analyst,5,2023-06-11,+44,UK,3180398477,167109,22,15,2024-12-09,Monday,15,21,,2023,2,3.1,3,No
204,Shannon Hall,Female,23,HR,HR Executive,3,2020-04-25,+91,India,2532690427,44615,10,20,2024-02-08,Thursday,1,67,,2024,5,4.67,5,No
205,Eric Mitchell,Female,40,Marketing,Content Lead,2,2019-07-27,+44,UK,8974823350,174938,33,26,2024-09-16,Monday,3,7,,2021,6,-0.93,3,No
206,Erica Murphy,Male,55,Sales,Sales Executive,2,2016-10-16,+1,Canada,5882535027,141609,8,22,2024-06-08,Saturday,7,14,8.0,2019,9,4.73,4,No
207,David Bradford,Male,48,Support,Helpdesk,1,2023-10-06,+1,USA,6890676189,143395,26,30,2024-09-03,Tuesday,15,61,10.0,2023,2,-0.2,2,Yes
208,William Lopez MD,Male,48,Support,Support Engineer,5,2019-05-24,+49,Germany,5260174442,91560,32,28,2024-10-20,Sunday,6,54,7.0,2024,6,-1.07,4,No
209,David Salas,Female,42,Sales,Account Manager,4,2023-12-18,+44,UK,9474252730,178594,4,1,2024-10-04,Friday,10,8,3.0,2024,2,9.03,3,No
210,Sean Wilcox,Other,49,Sales,Sales Executive,1,2013-07-05,+91,India,3597521242,136861,6,27,2024-10-04,Friday,11,34,2.0,2017,12,4.3,3,No
211,Tommy Rios,Female,48,Finance,Auditor,3,2018-12-12,+49,Germany,4979789866,70640,13,16,2024-06-12,Wednesday,13,64,,2023,7,4.73,2,No
212,Peter Wilson,Male,60,Sales,Account Manager,1,2010-12-14,+1,Canada,3163723548,86918,35,25,2024-07-26,Friday,10,14,7.0,2018,15,-1.17,5,No
213,William Welch,Female,27,Sales,Sales Executive,3,2018-12-09,+1,Canada,1786923734,87099,9,24,2024-10-26,Saturday,3,30,4.0,2023,7,4.2,3,No
214,Austin Bradford,Other,52,Sales,Account Manager,2,2017-06-09,+1,Canada,5385807959,33037,18,6,2024-07-23,Tuesday,7,46,8.0,2021,8,5.4,3,No
215,Veronica White,Female,38,HR,HR Manager,4,2017-09-14,+1,USA,1643901394,143214,36,28,2024-10-21,Monday,11,30,,2021,8,-1.87,5,No
216,Zachary Smith,Female,30,Marketing,SEO Analyst,2,2022-04-22,+91,India,9845162363,168202,17,14,2024-03-18,Monday,1,80,,2023,3,4.27,5,No
217,David King,Other,25,IT,Engineer,3,2010-10-22,+44,UK,5754956404,151301,31,30,2024-03-08,Friday,12,46,,2018,15,-1.2,4,No
218,Kathryn Pham,Male,35,IT,Developer,5,2022-07-17,+49,Germany,6205295709,32158,10,18,2024-01-08,Monday,6,48,,2024,3,5.0,4,No
219,Kevin Flores,Other,42,Finance,Auditor,5,2023-03-09,+1,Canada,5582480105,122405,16,16,2024-01-22,Monday,12,21,,2023,2,4.13,3,No
220,Mike Myers,Female,39,Support,Support Engineer,1,2023-01-02,+91,India,4919711196,33150,3,20,2024-11-20,Wednesday,14,28,3.0,2023,2,6.07,4,No
221,Karen Newton,Other,55,Sales,Sales Executive,4,2012-06-26,+33,France,0843584911,70445,25,11,2024-06-28,Friday,14,33,5.0,2024,13,3.17,2,Yes
222,Kimberly Richardson,Female,24,Marketing,Content Lead,4,2019-10-22,+91,India,6706798536,173731,28,25,2024-09-13,Friday,4,23,,2019,6,0.23,4,No
223,Beth Rivera,Female,26,HR,HR Executive,3,2016-05-26,+91,India,1756877180,35989,16,6,2024-10-08,Tuesday,6,72,,2016,9,5.8,3,No
224,Carlos Garrison,Other,26,Sales,Account Manager,1,2011-04-09,+91,India,9254797662,87882,32,6,2024-09-24,Tuesday,2,21,4.0,2015,14,2.6,3,No
225,Michael Stevenson,Other,44,Sales,Sales Executive,3,2016-03-18,+44,UK,8827462589,125274,38,8,2024-04-28,Sunday,4,77,3.0,2021,9,1.07,1,Yes
226,Christopher Vance,Female,32,Finance,Auditor,1,2019-12-27,+33,France,3109392257,69596,8,25,2024-02-06,Tuesday,1,51,,2019,6,4.23,3,No
227,Michael Simon,Male,21,Support,Helpdesk,5,2021-10-16,+49,Germany,5959075620,150477,30,11,2024-09-02,Monday,7,37,2.0,2021,4,2.17,3,No
228,Connie White,Other,39,Support,Support Engineer,2,2023-05-03,+1,USA,9790381812,147300,26,12,2024-05-26,Sunday,12,62,3.0,2024,2,2.8,3,No
229,Eugene Hammond,Male,28,HR,HR Manager,2,2019-03-04,+1,USA,1500253426,137113,9,6,2024-05-02,Thursday,5,69,,2020,6,7.2,3,No
230,Robert Hunter,Other,54,Finance,Auditor,3,2016-09-03,+1,Canada,1541675991,43249,4,20,2024-06-08,Saturday,2,62,,2022,9,5.87,4,No
231,Lisa Hubbard,Female,27,Finance,Accountant,4,2014-05-12,+91,India,6517281206,35448,40,20,2024-11-02,Saturday,4,41,,2020,11,-1.33,4,No
232,Deborah Stephens,Other,56,HR,HR Manager,1,2013-11-08,+33,France,4582143657,122891,14,25,2024-04-26,Friday,6,45,,2017,12,3.03,4,No
233,Sandra Jordan,Female,24,IT,Developer,1,2019-06-03,+44,UK,5050736306,42837,34,5,2024-11-27,Wednesday,10,14,,2020,6,2.37,4,No
234,Thomas Rogers,Female,29,Finance,Accountant,2,2012-06-08,+1,USA,2769734815,74702,15,11,2024-05-20,Monday,3,54,,2014,13,5.17,3,No
235,William Schneider,Female,38,HR,HR Executive,2,2011-03-03,+1,Canada,7228124771,112040,37,3,2024-05-19,Sunday,9,54,,2012,14,2.1,3,No
236,Alicia Colon PhD,Female,35,Finance,Accountant,3,2014-12-08,+1,Canada,5914110780,170493,17,6,2024-01-11,Thursday,15,57,,2020,11,5.6,3,No
237,Justin Sanchez,Male,42,Sales,Account Manager,3,2023-12-23,+1,Canada,6586421751,44817,9,25,2024-09-17,Tuesday,14,60,6.0,2023,2,4.03,3,No
238,Andrew Coleman,Female,56,Support,Support Engineer,1,2023-05-04,+49,Germany,9334054998,39070,7,20,2024-09-17,Tuesday,12,54,7.0,2023,2,5.27,3,No
239,James Hall,Female,32,Finance,Auditor,5,2022-08-10,+33,France,6036297918,107827,15,29,2024-06-02,Sunday,2,35,,2024,3,2.17,3,No
240,Daniel Walton,Female,44,IT,Developer,5,2020-03-04,+91,India,9958655708,170873,14,17,2024-12-02,Monday,3,72,,2022,5,4.37,2,No
241,Noah Williams,Other,55,Support,Helpdesk,3,2015-11-06,+49,Germany,1338100089,162151,9,14,2024-08-21,Wednesday,15,69,9.0,2022,10,5.87,3,No
242,Alicia Baker,Female,42,Marketing,Content Lead,4,2013-12-12,+49,Germany,7300713107,170095,2,2,2024-01-20,Saturday,11,42,,2015,12,9.27,5,No
243,Mr. Walter Cardenas,Female,50,Support,Support Engineer,4,2012-09-17,+1,USA,3494070702,155425,8,13,2024-01-19,Friday,8,44,7.0,2015,13,6.23,3,No
244,Robert Avila,Other,56,Support,Helpdesk,5,2023-01-01,+44,UK,5718407128,75142,5,24,2024-06-13,Thursday,1,14,3.0,2023,2,5.0,3,No
245,John Lee,Other,25,Sales,Sales Executive,2,2017-10-10,+49,Germany,0282836249,156837,40,5,2024-09-12,Thursday,9,9,1.0,2019,8,1.17,2,Yes
246,Sarah Shelton,Female,26,Finance,Accountant,4,2019-11-17,+49,Germany,4455201304,32981,40,25,2024-06-16,Sunday,14,16,,2019,6,-2.17,3,No
247,Reginald Perez,Male,39,IT,Engineer,2,2012-08-14,+1,Canada,2317590391,171542,35,18,2024-08-16,Friday,10,45,,2016,13,0.0,3,No
248,Tammy Anderson,Female,23,IT,Engineer,1,2013-03-16,+44,UK,6001498160,164893,21,13,2024-08-22,Thursday,3,44,,2021,12,3.63,2,Yes
249,Daniel Medina,Other,49,HR,HR Executive,4,2012-07-24,+33,France,3419263965,123450,20,9,2024-01-14,Sunday,11,25,,2020,13,4.5,3,No
250,Jessica Nunez,Male,24,IT,Developer,2,2019-10-10,+33,France,3562648055,99973,5,0,2024-06-19,Wednesday,5,21,,2021,6,9.0,5,No
251,Matthew Rowe,Other,22,Finance,Accountant,2,2014-03-13,+1,Canada,5341586643,71184,29,17,2024-04-18,Thursday,1,41,,2016,11,1.37,3,No
252,Patrick Armstrong,Male,56,Support,Helpdesk,5,2021-09-10,+33,France,8564205092,169664,33,24,2024-02-13,Tuesday,14,70,1.0,2024,4,-0.6,4,No
253,Thomas Moore,Female,50,Marketing,SEO Analyst,3,2019-02-05,+91,India,1116649246,102015,8,11,2024-02-02,Friday,2,19,,2023,6,6.57,3,No
254,Shannon Green,Female,42,IT,Engineer,2,2014-04-10,+1,USA,6616653692,83883,16,13,2024-04-25,Thursday,2,24,,2019,11,4.63,2,No
255,Daniel Miller,Male,44,Sales,Sales Executive,5,2014-01-27,+1,USA,1311964088,59968,32,16,2024-10-10,Thursday,1,9,7.0,2024,11,0.93,4,No
256,Megan Johnson,Male,56,HR,HR Manager,2,2010-02-21,+44,UK,5215676599,146542,39,6,2024-01-24,Wednesday,9,12,,2011,15,1.2,4,No
257,Samantha Hill,Other,54,Finance,Accountant,1,2019-11-20,+91,India,2551341823,91897,39,29,2024-03-15,Friday,14,75,,2024,6,-2.63,1,Yes
258,Laurie Martinez,Female,58,HR,HR Executive,5,2016-12-28,+1,Canada,6397971355,178781,22,23,2024-03-21,Thursday,2,11,,2022,9,1.77,4,No
259,Jade Stephens,Female,26,Finance,Auditor,4,2020-12-20,+1,Canada,0969123397,109535,15,7,2024-02-10,Saturday,6,55,,2024,5,5.83,3,No
260,Andrew Clark,Female,37,HR,HR Manager,3,2021-02-11,+1,Canada,6750160267,165808,24,9,2024-05-12,Sunday,5,17,,2023,4,3.7,4,No
261,Alexis Flores,Male,32,Marketing,SEO Analyst,4,2022-09-23,+49,Germany,4039537852,84858,17,8,2024-03-14,Thursday,14,70,,2024,3,5.27,3,No
262,Erin Gonzalez,Female,60,IT,Tester,3,2023-02-19,+44,UK,7642038700,77093,39,9,2024-08-18,Sunday,15,61,,2024,2,0.7,2,Yes
263,Timothy Li,Female,55,IT,Engineer,5,2018-12-20,+91,India,9845135378,131743,26,3,2024-03-02,Saturday,9,79,,2018,7,4.3,2,Yes
264,Mark Ford,Male,55,Finance,Auditor,5,2014-08-25,+33,France,3228021947,134434,28,11,2024-06-09,Sunday,13,54,,2017,11,2.57,3,No
265,Christopher Mejia,Male,24,HR,HR Executive,1,2016-05-15,+1,USA,8882074060,136945,28,15,2024-11-21,Thursday,8,25,,2022,9,1.9,4,No
266,Andrea Bolton,Female,43,Marketing,Content Lead,3,2018-02-20,+49,Germany,9327270553,135916,2,17,2024-03-21,Thursday,6,58,,2024,7,6.77,3,No
267,Noah Gray,Male,57,Support,Support Engineer,2,2013-04-03,+1,Canada,0462892604,93082,12,30,2024-06-02,Sunday,13,42,8.0,2020,12,2.6,3,No
268,Tommy Castillo,Male,29,Marketing,Content Lead,1,2023-08-21,+33,France,2426500068,65014,6,4,2024-10-14,Monday,5,33,,2024,2,8.13,3,No
269,Carolyn Freeman,Other,30,HR,HR Executive,1,2021-09-10,+91,India,6076515191,112960,11,10,2024-01-27,Saturday,9,67,,2023,4,6.13,2,No
270,Kaitlyn Wheeler,Other,52,HR,HR Executive,4,2017-04-10,+44,UK,8132523154,132414,15,19,2024-09-24,Tuesday,6,64,,2021,8,3.83,3,No
271,Melissa Bryant,Other,35,Finance,Accountant,1,2020-02-13,+49,Germany,3504721941,143004,6,3,2024-09-09,Monday,11,50,,2020,5,8.3,3,No
272,Dr. Kelly Porter DDS,Male,56,Marketing,Content Lead,3,2019-10-03,+91,India,5920887131,54712,10,28,2024-09-11,Wednesday,2,13,,2020,6,3.33,1,No
273,Mark Reynolds,Male,30,Sales,Account Manager,1,2018-04-03,+44,UK,0085935705,153348,31,1,2024-01-22,Monday,13,74,3.0,2018,7,3.63,5,No
274,Nicholas Garza,Male,55,IT,Tester,5,2015-10-19,+44,UK,6542429310,174508,20,4,2024-08-10,Saturday,1,49,,2021,10,5.33,3,No
275,James Singh,Female,26,HR,HR Manager,2,2019-02-15,+33,France,9022741826,144116,31,2,2024-03-15,Friday,2,64,,2023,6,3.47,4,No
276,Laura Russell,Male,56,IT,Engineer,2,2019-06-01,+49,Germany,0496718464,159885,3,16,2024-07-03,Wednesday,7,65,,2019,6,6.73,1,No
277,Mr. Timothy Ray DDS,Female,27,Sales,Account Manager,1,2010-06-21,+49,Germany,9476121680,169508,17,3,2024-09-01,Sunday,1,48,8.0,2011,15,6.1,4,No
278,Steven Moreno,Male,38,Sales,Sales Executive,2,2023-01-26,+49,Germany,3749796672,177664,39,3,2024-01-19,Friday,12,70,3.0,2023,2,1.7,2,Yes
279,George Ingram,Male,21,Sales,Account Manager,5,2015-10-14,+91,India,9795823474,47481,15,12,2024-05-18,Saturday,2,69,8.0,2016,10,5.0,3,No
280,Jason Leach,Other,46,Finance,Auditor,4,2022-10-05,+1,Canada,4361352409,30120,8,27,2024-08-11,Sunday,15,9,,2023,3,3.9,4,No
281,Norma Gardner,Other,50,Sales,Account Manager,3,2018-03-10,+91,India,8711175710,142858,15,24,2024-10-17,Thursday,15,76,2.0,2019,7,3.0,4,No
282,Theresa Morgan,Female,31,Finance,Accountant,1,2010-07-22,+44,UK,7244369804,105734,21,11,2024-07-03,Wednesday,9,64,,2016,15,3.97,3,No
283,Nicholas Klein,Other,51,HR,HR Manager,4,2012-10-19,+91,India,5929050380,162145,33,22,2024-12-07,Saturday,2,58,,2013,13,-0.27,2,Yes
284,Taylor West,Other,24,Support,Helpdesk,3,2012-01-26,+91,India,8721069584,46636,28,8,2024-08-04,Sunday,10,56,1.0,2020,13,3.07,2,Yes
285,Alexandra Hill,Male,32,Support,Helpdesk,3,2010-08-05,+49,Germany,5948527959,170728,37,1,2024-08-20,Tuesday,10,8,1.0,2021,15,2.43,3,No
286,Matthew Clark,Female,27,Sales,Sales Executive,1,2014-09-10,+33,France,5669982053,133923,13,30,2024-07-22,Monday,7,60,6.0,2022,11,2.4,4,No
287,Gabriella Smith,Other,57,IT,Developer,3,2021-11-03,+44,UK,9922810392,79891,16,29,2024-09-06,Friday,11,44,,2024,4,1.97,5,No
288,Valerie Turner,Female,21,Marketing,SEO Analyst,2,2012-04-24,+1,Canada,5129270012,58705,37,22,2024-05-12,Sunday,15,55,,2024,13,-1.07,3,No
289,Ricky Morgan,Male,22,Marketing,Content Lead,3,2015-10-22,+49,Germany,7956699823,119161,12,13,2024-12-05,Thursday,8,48,,2021,10,5.43,4,No
290,Amy Lynch,Female,38,Sales,Sales Executive,3,2022-10-21,+49,Germany,7180798783,122362,22,5,2024-10-14,Monday,14,33,10.0,2022,3,4.77,3,No
291,Michael White,Other,57,IT,Developer,5,2017-01-15,+1,Canada,5724530972,122097,21,5,2024-12-24,Tuesday,12,16,,2021,8,4.97,3,No
292,Stephanie Smith,Other,53,Sales,Sales Executive,4,2016-07-13,+49,Germany,6405860610,99804,21,9,2024-03-11,Monday,9,57,1.0,2017,9,4.3,3,No
293,William Norman,Female,21,HR,HR Manager,4,2017-07-02,+49,Germany,9053134215,68709,33,21,2024-02-06,Tuesday,9,14,,2024,8,-0.1,4,No
294,Ricky Clark,Female,29,HR,HR Manager,1,2017-08-21,+33,France,7253592697,73431,25,27,2024-03-16,Saturday,1,15,,2019,8,0.5,5,No
295,Melvin Edwards,Male,45,Support,Helpdesk,3,2023-06-14,+33,France,1429393933,152937,27,0,2024-12-04,Wednesday,13,79,6.0,2024,2,4.6,5,No
296,Michael Ramirez,Male,24,Support,Support Engineer,2,2017-03-09,+33,France,6560551060,50829,25,15,2024-06-11,Tuesday,9,52,4.0,2020,8,2.5,3,No
297,Cheryl Crawford,Female,22,Support,Helpdesk,2,2011-10-04,+49,Germany,7131820486,91538,6,19,2024-09-27,Friday,4,52,1.0,2014,14,5.63,3,No
298,Danielle Gonzalez,Other,53,Sales,Account Manager,4,2015-12-15,+91,India,9577946634,72612,15,8,2024-04-26,Friday,4,28,8.0,2021,10,5.67,4,No
299,Brian Stein,Male,26,HR,HR Manager,4,2015-11-14,+49,Germany,9554194871,113808,7,5,2024-03-05,Tuesday,2,26,,2021,10,7.77,3,No
300,Robert Dudley,Female,30,Finance,Accountant,1,2017-06-14,+1,Canada,2622697419,78248,39,16,2024-10-05,Saturday,6,51,,2017,8,-0.47,4,No
301,Janice Griffin,Male,22,Marketing,Content Lead,1,2019-11-25,+33,France,7091535635,36366,20,0,2024-10-17,Thursday,14,37,,2022,6,6.0,4,No
302,Vanessa Phillips,Other,34,Finance,Auditor,3,2021-08-13,+1,USA,2824352319,124118,5,30,2024-10-11,Friday,4,67,,2022,4,4.0,3,No
303,Jared Walters,Other,42,Sales,Account Manager,4,2021-05-05,+44,UK,7580229355,173076,35,30,2024-06-28,Friday,12,51,3.0,2021,4,-2.0,4,No
304,Richard Miller,Male,30,Sales,Sales Executive,5,2019-08-06,+44,UK,3082616790,60148,5,8,2024-02-04,Sunday,9,50,5.0,2020,6,7.67,3,No
305,Brandi Lewis,Female,48,IT,Developer,3,2022-09-18,+91,India,1425157901,179876,17,0,2024-04-09,Tuesday,10,8,,2024,3,6.6,3,No
306,Nancy Taylor DVM,Female,50,IT,Engineer,5,2013-10-28,+44,UK,1085026450,71648,11,12,2024-04-06,Saturday,2,49,,2016,12,5.8,3,No
307,Michael Harris,Female,50,Finance,Auditor,4,2010-03-11,+91,India,2627942950,129341,40,7,2024-09-09,Monday,15,71,,2015,15,0.83,4,No
308,Nicole Robles,Male,32,HR,HR Manager,1,2017-04-08,+33,France,4434581695,154022,11,14,2024-06-27,Thursday,2,14,,2017,8,5.47,3,No
309,Samantha Miller,Male,49,IT,Developer,1,2015-11-15,+49,Germany,4012238884,38841,20,17,2024-11-14,Thursday,10,53,,2022,10,3.17,3,No
310,Andrea Perez,Other,28,HR,HR Manager,4,2010-04-26,+1,USA,5461729423,54740,24,26,2024-08-01,Thursday,12,13,,2014,15,0.87,4,No
311,Scott Flores,Female,59,HR,HR Executive,4,2011-09-10,+1,Canada,5045953503,53573,2,5,2024-02-08,Thursday,9,43,,2019,14,8.77,2,No
312,Paul Jones,Male,37,Support,Helpdesk,3,2011-12-17,+44,UK,7273109248,176277,9,2,2024-07-22,Monday,6,10,1.0,2020,14,7.87,4,No
313,John Johns,Other,27,Support,Support Engineer,5,2013-11-06,+33,France,8194386074,107565,23,7,2024-12-20,Friday,4,33,9.0,2023,12,4.23,2,Yes
314,Lawrence Sellers,Other,47,HR,HR Manager,5,2022-07-19,+1,USA,4920448566,46944,31,15,2024-06-20,Thursday,9,45,,2023,3,1.3,2,Yes
315,Joe Schultz,Male,35,Sales,Sales Executive,4,2010-08-22,+49,Germany,3295516506,45633,37,11,2024-01-20,Saturday,7,43,9.0,2023,15,0.77,3,No
316,Sandra Snow,Male,35,Finance,Accountant,2,2011-09-21,+1,Canada,4737761872,167197,10,4,2024-11-02,Saturday,5,45,,2018,14,7.33,3,No
317,Beverly Wheeler,Male,55,Sales,Account Manager,1,2018-09-11,+49,Germany,8054136555,112507,13,10,2024-12-22,Sunday,5,75,8.0,2019,7,5.73,5,No
318,Ms. Amanda Wallace MD,Female,33,Sales,Account Manager,2,2023-05-02,+1,USA,1273870912,90509,36,14,2024-03-17,Sunday,9,16,5.0,2023,2,0.47,3,No
319,Briana Hamilton,Female,45,HR,HR Executive,5,2013-05-05,+49,Germany,6776464254,150675,40,18,2024-07-19,Friday,14,76,,2017,12,-1.0,1,Yes
320,Carla Smith,Female,46,Marketing,SEO Analyst,1,2015-09-08,+49,Germany,5589327984,71300,24,11,2024-02-18,Sunday,1,64,,2016,10,3.37,3,No
321,Ashley Ortiz,Male,60,Marketing,SEO Analyst,4,2016-11-16,+1,Canada,3213023910,77783,5,5,2024-07-20,Saturday,8,39,,2022,9,8.17,3,No
322,David Winters,Other,58,IT,Tester,2,2015-02-10,+1,Canada,9380195194,109972,24,13,2024-09-28,Saturday,5,32,,2017,10,3.03,4,No
323,Derrick Villanueva,Male,37,Marketing,Content Lead,4,2020-05-02,+91,India,4101031007,148267,34,0,2024-09-26,Thursday,7,10,,2023,5,3.2,4,No
324,Sarah Ponce,Other,56,IT,Tester,1,2018-06-17,+49,Germany,3734943782,131748,37,28,2024-07-17,Wednesday,8,61,,2019,7,-2.07,3,No
325,Alan Thompson,Male,51,IT,Engineer,2,2013-06-15,+44,UK,8030279963,145326,6,24,2024-10-19,Saturday,9,75,,2018,12,4.8,3,No
326,Vanessa Logan,Male,32,Marketing,Content Lead,4,2022-10-20,+49,Germany,1696875746,145172,24,19,2024-09-19,Thursday,8,28,,2022,3,2.03,5,No
327,Joshua Stevens,Other,25,Sales,Sales Executive,5,2012-10-14,+1,USA,8542595138,140663,27,0,2024-04-06,Saturday,6,62,1.0,2019,13,4.6,3,No
328,James West,Male,25,Finance,Accountant,5,2021-08-13,+44,UK,4189166926,122261,39,23,2024-10-24,Thursday,14,28,,2021,4,-1.63,1,Yes
329,Donna Wolfe,Female,31,HR,HR Manager,4,2013-12-18,+1,USA,2421863498,35923,15,30,2024-12-03,Tuesday,7,25,,2021,12,2.0,4,No
